name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Microvirga thermotolerans	2651334	S	135	37	172	0.00002
Methylorubrum populi	223967	S	418	355	773	0.00009
Methylorubrum extorquens	408	S	262	387	649	0.00007
Methylorubrum sp. B1-46	2897334	S	133	0	133	0.00001
Devosia sp. MC521	2759954	S	456	106	562	0.00006
Devosia sp. FJ2-5-3	2976680	S	311	0	311	0.00003
Devosia sp. SD17-2	2976459	S	218	0	218	0.00002
Devosia sp. YIM 151766	3017325	S	208	0	208	0.00002
Devosia sp.	1871048	S	199	0	199	0.00002
Devosia sp. J2-20	3026161	S	198	0	198	0.00002
Devosia sp. RR2S18	3049774	S	172	0	172	0.00002
Devosia sp. G20-9	3026418	S	165	0	165	0.00002
Devosia sp. I507	2083786	S	157	39	196	0.00002
Devosia sp. 1566	2499144	S	141	26	167	0.00002
Devosia sp. A16	1736675	S	139	14	153	0.00002
Devosia sp. JXJ CY 41	2917991	S	80	0	80	0.00001
Devosia sp. SL43	2806348	S	75	0	75	0.00001
Devosia sp. G2-5	3026423	S	70	0	70	0.00001
Devosia salina	2860336	S	265	0	265	0.00003
Devosia ginsengisoli	400770	S	180	67	247	0.00003
Devosia oryziradicis	2801335	S	161	36	197	0.00002
Devosia rhizoryzae	2774137	S	153	15	168	0.00002
Devosia neptuniae	191302	S	141	0	141	0.00002
Devosia beringensis	2657486	S	95	18	113	0.00001
Pelagibacterium sp. YIM 151497	2984530	S	163	0	163	0.00002
Pelagibacterium halotolerans	531813	S	109	23	132	0.00001
Youhaiella tibetensis	1447062	S	331	29	360	0.00004
Paradevosia shaoguanensis	1335043	S	155	129	284	0.00003
Mariluticola halotolerans	2909283	S	153	0	153	0.00002
Maritalea myrionectae	454601	S	95	2	97	0.00001
Ancylobacter sp. TS-1	1850374	S	231	133	364	0.00004
Ancylobacter sp. SL191	2995166	S	109	0	109	0.00001
Ancylobacter sp. WKF20	3039801	S	50	0	50	0.00001
Ancylobacter polymorphus	223390	S	161	0	161	0.00002
Ancylobacter pratisalsi	1745854	S	128	37	165	0.00002
Xanthobacter dioxanivorans	2528964	S	488	324	812	0.00009
Xanthobacter autotrophicus	280	S	63	0	63	0.00001
Xanthobacter sp. YC-JY1	2419844	S	38	0	38	0.00000
Pseudolabrys taiwanensis	331696	S	374	72	446	0.00005
Pseudolabrys sp. FHR47	2562284	S	143	30	173	0.00002
Starkeya sp. ORNL1	2709380	S	260	56	316	0.00003
Starkeya novella	921	S	216	94	310	0.00003
Aquabacter sp. L1I39	2820278	S	320	54	374	0.00004
Azorhizobium caulinodans	7	S	276	74	350	0.00004
Labrys sp. KNU-23	2789216	S	194	22	216	0.00002
Aureimonas sp. SA4125	2826993	S	257	0	257	0.00003
Aureimonas sp. AU20	1349819	S	209	35	244	0.00003
Aureimonas sp. OT7	2816454	S	190	619	809	0.00009
Aureimonas altamirensis	370622	S	347	0	347	0.00004
Aureimonas mangrovi	2758041	S	342	94	436	0.00005
Aureimonas populi	1701758	S	150	39	189	0.00002
Martelella sp. AD-3	686597	S	111	329	440	0.00005
Martelella mediterranea	293089	S	237	265	502	0.00006
Martelella endophytica	1486262	S	176	49	225	0.00002
Martelella lutilitoris	2583532	S	136	154	290	0.00003
Aurantimonas sp. HBX-1	2906072	S	213	0	213	0.00002
Jiella sp. HL-NP1	2986949	S	137	0	137	0.00002
Brucella intermedia	94625	S	329	90	419	0.00005
Brucella sp. NM4	3045175	S	108	0	108	0.00001
Brucella sp. 2716	2975052	S	19	0	19	0.00000
Brucella sp. 2280	2592625	S	17	349	366	0.00004
Brucella sp. HL-2	2986924	S	15	0	15	0.00000
Brucella sp. MAB-22	2986424	S	15	0	15	0.00000
[Ochrobactrum] quorumnocens	271865	S	168	30	198	0.00002
Brucella pseudintermedia	370111	S	140	0	140	0.00002
Brucella pseudogrignonensis	419475	S	99	305	404	0.00004
Brucella anthropi	529	S	95	502	597	0.00007
Brucella pituitosa	571256	S	39	108	147	0.00002
Brucella inopinata	1218315	S	11	265	276	0.00003
Pseudochrobactrum algeriensis	2834768	S	243	0	243	0.00003
Pseudochrobactrum sp. Wa41.01b-1	2864102	S	44	0	44	0.00000
Pseudochrobactrum sp. XF203	2879116	S	27	0	27	0.00000
Roseibium sp. Sym1	3016006	S	213	0	213	0.00002
Roseibium sp. KMA01	2866279	S	13	0	13	0.00000
Roseibium alexandrii	388408	S	179	49	228	0.00003
Roseibium aggregatum	187304	S	132	73	205	0.00002
Stappia indica	538381	S	446	300	746	0.00008
Stappia sp. ES.058	1881061	S	80	26	106	0.00001
Pannonibacter phragmitetus	121719	S	300	820	1120	0.00012
Labrenzia sp. PHM005	2590016	S	148	24	172	0.00002
Labrenzia sp. VG12	2021862	S	94	29	123	0.00001
Labrenzia sp. THAF35	2587854	S	31	29	60	0.00001
Pseudovibrio sp. FO-BEG1	911045	S	72	21	93	0.00001
Pseudovibrio brasiliensis	1898042	S	48	0	48	0.00001
Hyphomicrobium denitrificans	53399	S	536	123	659	0.00007
Hyphomicrobium sp. DMF-1	3019544	S	157	0	157	0.00002
Hyphomicrobium sp. MC1	717785	S	131	18	149	0.00002
Hyphomicrobium nitrativorans	1427356	S	220	18	238	0.00003
Methyloceanibacter caenitepidi	1384459	S	191	29	220	0.00002
Methyloceanibacter sp. wino2	2170729	S	141	25	166	0.00002
Rhodomicrobium vannielii	1069	S	187	8	195	0.00002
Rhodomicrobium lacus	2498452	S	129	0	129	0.00001
Rhodoplanes sp. Z2-YC6860	674703	S	275	30	305	0.00003
Methyloligella sp. GL2	2742204	S	69	7	76	0.00001
Candidatus Filomicrobium marinum	1608628	S	53	0	53	0.00001
Bosea sp. REN20	3068632	S	397	0	397	0.00004
Bosea sp. AS-1	2015316	S	296	120	416	0.00005
Bosea sp. RAC05	1842539	S	272	116	388	0.00004
Bosea sp. ANAM02	2020412	S	117	52	169	0.00002
Bosea sp. NBC_00550	2969621	S	111	0	111	0.00001
Bosea sp. PAMC 26642	1792307	S	96	29	125	0.00001
Bosea sp. F3-2	2599640	S	82	35	117	0.00001
Bosea sp. Tri-49	1867715	S	76	22	98	0.00001
Bosea vaviloviae	1526658	S	157	75	232	0.00003
Bosea vestrisii	151416	S	72	0	72	0.00001
Methylocystis sp. MJC1	2654282	S	136	0	136	0.00001
Methylocystis sp. SB2	743836	S	110	0	110	0.00001
Methylocystis sp. SC2	187303	S	29	46	75	0.00001
Methylocystis rosea	173366	S	207	165	372	0.00004
Methylocystis parvus	134	S	177	28	205	0.00002
Methylocystis iwaonis	2885079	S	165	0	165	0.00002
Methylocystis bryophila	655015	S	154	30	184	0.00002
Methylocystis heyeri	391905	S	146	25	171	0.00002
Methylosinus sp. C49	2699395	S	197	43	240	0.00003
Methylosinus trichosporium	426	S	119	21	140	0.00002
Chenggangzhangella methanolivorans	1437009	S	215	0	215	0.00002
Bartonella sp. HY761	2979330	S	55	0	55	0.00001
Bartonella sp. TP	3057550	S	40	0	40	0.00000
Bartonella quintana	803	S	220	40	260	0.00003
Bartonella apihabitans	2750929	S	185	0	185	0.00002
Bartonella choladocola	2750995	S	96	0	96	0.00001
Bartonella ancashensis	1318743	S	71	12	83	0.00001
Bartonella henselae	38323	S	52	12	64	0.00001
Bartonella australis	388640	S	47	6	53	0.00001
Bartonella alsatica	52764	S	41	8	49	0.00001
Bartonella bacilliformis	774	S	37	6	43	0.00000
Bartonella tribocorum	85701	S	34	84	118	0.00001
Bartonella bovis	155194	S	30	9	39	0.00000
Bartonella vinsonii	33047	S	26	7	33	0.00000
Bartonella krasnovii	2267275	S	24	18	42	0.00000
Bartonella birtlesii	111504	S	14	3	17	0.00000
Bartonella clarridgeiae	56426	S	10	0	10	0.00000
Nordella sp. HKS 07	2712222	S	492	27	519	0.00006
Enhydrobacter sp.	1894999	S	303	0	303	0.00003
Pseudorhodoplanes sinuspersici	1235591	S	186	15	201	0.00002
Terrihabitans soli	708113	S	92	0	92	0.00001
Candidatus Hodgkinia cicadicola	573658	S	35	0	35	0.00000
Methylovirgula ligni	569860	S	194	31	225	0.00002
Methylovirgula sp. HY1	2822761	S	180	0	180	0.00002
Methylocella tundrae	227605	S	185	29	214	0.00002
Methylocella silvestris	199596	S	148	28	176	0.00002
Methylocapsa sp. D3K7	3041435	S	183	0	183	0.00002
Beijerinckia indica	533	S	158	33	191	0.00002
uncultured Pleomorphomonas sp.	442121	S	703	0	703	0.00008
Hartmannibacter diazotrophicus	1482074	S	289	67	356	0.00004
Phreatobacter sp. NMCR1094	2570229	S	229	111	340	0.00004
Phreatobacter stygius	1940610	S	219	66	285	0.00003
Phreatobacter cathodiphilus	1868589	S	173	118	291	0.00003
Kaustia mangrovi	2593653	S	226	0	226	0.00002
Parvibaculum lavamentivorans	256618	S	162	181	343	0.00004
Pyruvatibacter mobilis	1712261	S	150	36	186	0.00002
Candidatus Phaeomarinobacter ectocarpi	1458461	S	125	4	129	0.00001
Chelatococcus sp. CO-6	1702325	S	345	231	576	0.00006
Chelatococcus daeguensis	444444	S	30	16	46	0.00001
Kaistia sp. 32K	2795690	S	310	99	409	0.00005
Lichenihabitans sp. PAMC28606	2880932	S	96	0	96	0.00001
Lichenihabitans psoromatis	2528642	S	66	5	71	0.00001
Acuticoccus sp. I52.16.1	2928472	S	302	0	302	0.00003
Blastochloris tepida	2233851	S	136	51	187	0.00002
Blastochloris viridis	1079	S	99	27	126	0.00001
Cohaesibacter sp. ES.047	1798205	S	200	11	211	0.00002
Breoghania sp. L-A4	2304600	S	135	22	157	0.00002
Paracoccus sp. AK26	2589076	S	287	39	326	0.00004
Paracoccus sp. TOH	1263728	S	184	0	184	0.00002
Paracoccus sp. S3-43	3030011	S	107	0	107	0.00001
Paracoccus sp. MC1862	2760307	S	103	6	109	0.00001
Paracoccus sp. SCSIO 75233	3017782	S	93	0	93	0.00001
Paracoccus sp. M09	3064531	S	70	0	70	0.00001
Paracoccus sp. Arc7-R13	2500532	S	62	15	77	0.00001
Paracoccus sp. MA	2895796	S	59	0	59	0.00001
Paracoccus liaowanqingii	2560053	S	444	31	475	0.00005
Paracoccus fistulariae	658446	S	343	0	343	0.00004
Paracoccus seriniphilus	184748	S	226	0	226	0.00002
Paracoccus sediminicola	3017783	S	212	0	212	0.00002
Paracoccus alcaliphilus	34002	S	206	0	206	0.00002
Paracoccus denitrificans	266	S	205	94	299	0.00003
Paracoccus aminophilus	34003	S	196	16	212	0.00002
Paracoccus aestuarii	453842	S	176	0	176	0.00002
Paracoccus pantotrophus	82367	S	171	76	247	0.00003
Paracoccus saliphilus	405559	S	168	0	168	0.00002
Paracoccus aminovorans	34004	S	161	79	240	0.00003
Paracoccus zhejiangensis	1077935	S	158	88	246	0.00003
Paracoccus contaminans	1945662	S	157	43	200	0.00002
Paracoccus albus	3017784	S	154	0	154	0.00002
Paracoccus jeotgali	2065379	S	152	25	177	0.00002
Paracoccus suum	2259340	S	151	85	236	0.00003
Paracoccus marcusii	59779	S	149	128	277	0.00003
Paracoccus yeei	147645	S	137	430	567	0.00006
Paracoccus versutus	34007	S	133	0	133	0.00001
Paracoccus methylovorus	2812658	S	130	55	185	0.00002
Paracoccus mutanolyticus	1499308	S	127	797	924	0.00010
Paracoccus sanguinis	1545044	S	125	48	173	0.00002
Paracoccus aerodenitrificans	3017781	S	121	0	121	0.00001
Paracoccus kondratievae	135740	S	116	54	170	0.00002
Paracoccus stylophorae	659350	S	93	0	93	0.00001
Paracoccus tegillarcae	1529068	S	81	5	86	0.00001
Paracoccus everestensis	2903900	S	51	0	51	0.00001
Rhodobacter capsulatus	1061	S	519	47	566	0.00006
Rhodobacter sp. LPB0142	1850250	S	227	221	448	0.00005
Rhodobacter sp. CZR27	2033869	S	181	30	211	0.00002
Cereibacter sphaeroides	1063	S	451	59	510	0.00006
Cereibacter azotoformans	43057	S	379	0	379	0.00004
Rhodovulum sp. P5	1564506	S	136	13	149	0.00002
Rhodovulum sp. MB263	308754	S	135	172	307	0.00003
Rhodovulum sulfidophilum	35806	S	100	120	220	0.00002
Aliiroseovarius crassostreae	154981	S	433	0	433	0.00005
Aliiroseovarius sp. M344	2867010	S	181	0	181	0.00002
Thioclava electrotropha	1549850	S	276	65	341	0.00004
Thioclava nitratireducens	1915078	S	224	91	315	0.00003
Gemmobacter aquarius	2169400	S	314	54	368	0.00004
Gemmobacter fulvus	2840474	S	240	0	240	0.00003
Pseudorhodobacter turbinis	2500533	S	453	22	475	0.00005
Paroceanicella profunda	2579971	S	448	113	561	0.00006
Neotabrizicola shimadae	2807096	S	435	0	435	0.00005
Marivivens sp. JLT3646	1920883	S	217	17	234	0.00003
Marivivens sp. LCG002	3051171	S	211	0	211	0.00002
Fuscovulum blasticum	1075	S	228	23	251	0.00003
Fuscovulum sp. YMD61	3042299	S	185	0	185	0.00002
Pseudooceanicola algae	1537215	S	155	9	164	0.00002
Pseudooceanicola nitratireducens	517719	S	140	0	140	0.00002
Pseudooceanicola atlanticus	1461694	S	117	0	117	0.00001
Tritonibacter mobilis	379347	S	188	82	270	0.00003
Tritonibacter sp. AK171	3048493	S	37	0	37	0.00000
Falsirhodobacter sp. PG104	2692330	S	314	0	314	0.00003
Cognatishimia activa	1715691	S	309	17	326	0.00004
Pikeienuella piscinae	2748098	S	243	0	243	0.00003
Algicella marina	2683284	S	221	0	221	0.00002
Sinirhodobacter sp. HNIBRBA609	3015995	S	221	0	221	0.00002
Rhodophyticola sp. CSW1921	2978973	S	113	0	113	0.00001
Rhodophyticola sp. CCM32	2916397	S	98	0	98	0.00001
Roseinatronobacter sp. S2	3035471	S	201	0	201	0.00002
Rhodobaca barguzinensis	441209	S	198	8	206	0.00002
Roseicitreum antarcticum	564137	S	193	5	198	0.00002
Polymorphum gilvum	991904	S	191	139	330	0.00004
Qingshengfaniella alkalisoli	2599296	S	176	8	184	0.00002
Pacificitalea manganoxidans	1411902	S	167	51	218	0.00002
Frigidibacter mobilis	1335048	S	166	130	296	0.00003
Parasedimentitalea marina	2483033	S	100	4	104	0.00001
Parasedimentitalea sp. QS115	2997337	S	62	0	62	0.00001
Yoonia vestfoldensis	245188	S	156	37	193	0.00002
Tabrizicola piscis	2494374	S	155	17	172	0.00002
Brevirhabdus pacifica	1267768	S	150	78	228	0.00003
Haematobacter massiliensis	195105	S	148	289	437	0.00005
Pontivivens ytuae	2789856	S	126	7	133	0.00001
Profundibacter amoris	2171755	S	123	3	126	0.00001
Silicimonas algicola	1826607	S	119	5	124	0.00001
Pseudopuniceibacterium antarcticum	2613965	S	118	7	125	0.00001
Pelagovum pacificum	2588711	S	116	27	143	0.00002
Abyssibius alkaniclasticus	2881234	S	114	0	114	0.00001
Pukyongiella litopenaei	2605946	S	112	0	112	0.00001
Gymnodinialimonas ceratoperidinii	2856823	S	111	0	111	0.00001
Amylibacter sp. IMCC11727	3039851	S	100	0	100	0.00001
Pontibrevibacter nitratireducens	2758038	S	69	0	69	0.00001
Pseudohalocynthiibacter aestuariivivens	1591409	S	28	5	33	0.00000
Sulfitobacter sp. THAF37	2587855	S	211	127	338	0.00004
Sulfitobacter sp. S190	2867022	S	182	0	182	0.00002
Sulfitobacter sp. S223	2867023	S	131	0	131	0.00001
Sulfitobacter sp. SK012	1389005	S	123	1	124	0.00001
Sulfitobacter sp. BSw21498	664426	S	113	35	148	0.00002
Sulfitobacter sp. DSM 110093	2883127	S	95	0	95	0.00001
Sulfitobacter sp. W027	2867025	S	73	0	73	0.00001
Sulfitobacter sp. W074	2867026	S	56	0	56	0.00001
Sulfitobacter sp. SK011	1389004	S	49	1	50	0.00001
Sulfitobacter sp. JL08	2070369	S	45	1	46	0.00001
Sulfitobacter sp. D7	1968541	S	43	16	59	0.00001
Sulfitobacter sp. W002	2867024	S	30	0	30	0.00000
Sulfitobacter sp. M368	2867021	S	16	0	16	0.00000
Sulfitobacter sp. CB2047	1525218	S	13	0	13	0.00000
Sulfitobacter faviae	1775881	S	187	0	187	0.00002
Sulfitobacter pontiacus	60137	S	185	534	719	0.00008
Sulfitobacter alexandrii	1917485	S	129	112	241	0.00003
Sulfitobacter mediterraneus	83219	S	96	14	110	0.00001
Sulfitobacter albidus	2829501	S	81	0	81	0.00001
Sulfitobacter indolifex	225422	S	53	0	53	0.00001
Sulfitobacter dubius	218673	S	39	0	39	0.00000
Leisingera sp. S132	2867016	S	254	0	254	0.00003
Leisingera sp. NJS204	2508307	S	59	132	191	0.00002
Leisingera sp. NJS201	2508306	S	58	124	182	0.00002
Leisingera sp. M527	2867014	S	21	0	21	0.00000
Leisingera sp. M658	2867015	S	17	0	17	0.00000
Leisingera caerulea	506591	S	210	0	210	0.00002
Leisingera aquaemixtae	1396826	S	153	54	207	0.00002
Leisingera methylohalidivorans	133924	S	115	82	197	0.00002
Leisingera thetidis	2930199	S	104	0	104	0.00001
Roseovarius sp. SCSIO 43702	2823043	S	142	0	142	0.00002
Roseovarius sp. THAF9	2587847	S	132	39	171	0.00002
Roseovarius sp. THAF8	2587846	S	31	28	59	0.00001
Roseovarius sp. THAF27	2587850	S	31	32	63	0.00001
Roseovarius sp. TM1035	391613	S	21	106	127	0.00001
Roseovarius faecimaris	2494550	S	234	7	241	0.00003
Roseovarius indicus	540747	S	148	62	210	0.00002
Roseovarius tolerans	74031	S	121	0	121	0.00001
Roseovarius mucosus	215743	S	47	230	277	0.00003
Roseovarius pelagicus	2980108	S	25	0	25	0.00000
Celeribacter baekdonensis	875171	S	260	71	331	0.00004
Celeribacter indicus	1208324	S	233	189	422	0.00005
Celeribacter ethanolicus	1758178	S	183	95	278	0.00003
Celeribacter marinus	1397108	S	103	3	106	0.00001
Phaeobacter inhibens	221822	S	315	130	445	0.00005
Phaeobacter gallaeciensis	60890	S	248	152	400	0.00004
Phaeobacter piscinae	1580596	S	71	48	119	0.00001
Phaeobacter porticola	1844006	S	39	10	49	0.00001
Phaeobacter sp. LSS9	681157	S	12	12	24	0.00000
Roseivivax sp. THAF30	2587852	S	165	35	200	0.00002
Roseivivax sp. THAF40	2587858	S	17	222	239	0.00003
Roseivivax sp. THAF197b	2588299	S	10	85	95	0.00001
Roseivivax marinus	1379903	S	315	0	315	0.00003
Ruegeria sp. B32	2867020	S	183	0	183	0.00002
Ruegeria sp. SCSIO 43209	2793010	S	128	0	128	0.00001
Ruegeria sp. YS9	2966453	S	79	0	79	0.00001
Ruegeria sp. TM1040	292414	S	65	14	79	0.00001
Ruegeria sp. THAF33	2587853	S	57	40	97	0.00001
Ruegeria sp. AD91A	2293862	S	27	16	43	0.00000
Ruegeria pomeroyi	89184	S	107	2	109	0.00001
Ruegeria conchae	981384	S	78	0	78	0.00001
Salipiger profundus	1229727	S	308	155	463	0.00005
Salipiger abyssi	1250539	S	249	151	400	0.00004
Salipiger sp. CCB-MM3	1792508	S	186	17	203	0.00002
Jannaschia sp. GRR-S6-38	3038773	S	175	0	175	0.00002
Jannaschia sp. W003	2867012	S	148	0	148	0.00002
Jannaschia sp. M317	2867011	S	135	0	135	0.00001
Jannaschia sp. CCS1	290400	S	75	1	76	0.00001
Ketogulonicigenium vulgare	92945	S	255	58	313	0.00003
Ketogulonicigenium robustum	92947	S	246	39	285	0.00003
Pseudosulfitobacter pseudonitzschiae	1402135	S	404	141	545	0.00006
Pseudosulfitobacter sp. DSM 107133	2883100	S	89	0	89	0.00001
Octadecabacter sp. SW4	2602067	S	188	67	255	0.00003
Octadecabacter temperatus	1458307	S	134	1	135	0.00001
Octadecabacter arcticus	53946	S	97	4	101	0.00001
Octadecabacter antarcticus	1217908	S	37	1	38	0.00000
Ponticoccus alexandrii	1943633	S	305	0	305	0.00003
Sagittula sp. MA-2	3048007	S	277	0	277	0.00003
Oceanicola sp. D3	2587163	S	266	11	277	0.00003
Maribius sp. THAF1	2587842	S	218	10	228	0.00003
Loktanella salsilacus	195913	S	213	0	213	0.00002
Actibacterium sp. EMB200-NS6	1609966	S	212	143	355	0.00004
Thalassobius gelatinovorus	53501	S	203	10	213	0.00002
Yangia pacifica	311180	S	201	24	225	0.00002
Mameliella alba	561184	S	193	43	236	0.00003
Roseobacter ponti	1891787	S	83	2	85	0.00001
Roseobacter litoralis	42443	S	57	11	68	0.00001
Roseobacter denitrificans	2434	S	30	6	36	0.00000
Tateyamaria omphalii	299262	S	155	3	158	0.00002
Roseibacterium elongatum	159346	S	143	10	153	0.00002
Thalassobacter stenotrophicus	266809	S	140	0	140	0.00002
Tropicibacter sp. YMD87	3058420	S	118	0	118	0.00001
Antarctobacter heliothermus	74033	S	113	3	116	0.00001
Falsihalocynthiibacter arcticus	1579316	S	103	3	106	0.00001
Dinoroseobacter shibae	215813	S	97	0	97	0.00001
Lentibacter algarum	576131	S	91	0	91	0.00001
Thalassococcus sp. S3	2017482	S	87	2	89	0.00001
Sphingomonas sp. NIBR02145	3014784	S	306	0	306	0.00003
Sphingomonas sp. AP4-R1	2735134	S	248	24	272	0.00003
Sphingomonas sp. AAP5	1523415	S	246	112	358	0.00004
Sphingomonas sp. NIC1	1961362	S	237	780	1017	0.00011
Sphingomonas sp.	28214	S	218	10	228	0.00003
Sphingomonas sp. LM7	1938607	S	211	26	237	0.00003
Sphingomonas sp. HDW15A	2714942	S	174	9	183	0.00002
Sphingomonas sp. R1	399176	S	161	0	161	0.00002
Sphingomonas sp. CV7422	3018036	S	153	0	153	0.00002
Sphingomonas sp. FARSPH	2219696	S	145	136	281	0.00003
Sphingomonas sp. SUN019	2937788	S	129	0	129	0.00001
Sphingomonas sp. KRR8	2942996	S	123	0	123	0.00001
Sphingomonas sp. S2-65	2903960	S	120	0	120	0.00001
Sphingomonas sp. SUN039	2937787	S	119	0	119	0.00001
Sphingomonas sp. MM-1	745310	S	117	220	337	0.00004
Sphingomonas sp. HMP9	1517554	S	113	32	145	0.00002
Sphingomonas sp. S6-11	2991075	S	113	0	113	0.00001
Sphingomonas sp. PAMB00755	3012344	S	106	0	106	0.00001
Sphingomonas sp. PAMC26645	2565555	S	104	21	125	0.00001
Sphingomonas sp. CL5.1	2653203	S	103	48	151	0.00002
Sphingomonas sp. ZFBP2030	2972485	S	102	0	102	0.00001
Sphingomonas sp. S1-29	2991074	S	98	0	98	0.00001
Sphingomonas sp. KC8	1030157	S	95	38	133	0.00001
Sphingomonas sp. LK11	1390395	S	92	33	125	0.00001
Sphingomonas sp. J315	2898433	S	85	0	85	0.00001
Sphingomonas sp. So64.6b	2997354	S	84	0	84	0.00001
Sphingomonas sp. LHG3406-1	2804617	S	77	0	77	0.00001
Sphingomonas sp. 7/4-4	3018446	S	69	0	69	0.00001
Sphingomonas sp. HMP6	1517551	S	67	8	75	0.00001
Sphingomonas sp. QA11	2950605	S	55	0	55	0.00001
Sphingomonas sp. NBWT7	2596913	S	22	11	33	0.00000
Sphingomonas sp. IC081	304378	S	22	101	123	0.00001
Sphingomonas hankookensis	563996	S	312	0	312	0.00003
Sphingomonas paeninsulae	2319844	S	288	8	296	0.00003
Sphingomonas sanxanigenens	397260	S	287	323	610	0.00007
Sphingomonas suaedae	2599297	S	274	23	297	0.00003
Sphingomonas nostoxanthinifaciens	2872652	S	234	0	234	0.00003
Sphingomonas bisphenolicum	296544	S	224	0	224	0.00002
Sphingomonas aerolata	185951	S	210	0	210	0.00002
Sphingomonas profundi	2681549	S	208	22	230	0.00003
Sphingomonas piscis	2714943	S	176	11	187	0.00002
Sphingomonas lutea	1045317	S	172	17	189	0.00002
Sphingomonas morindae	1541170	S	163	0	163	0.00002
Sphingomonas rhizophila	2071607	S	146	35	181	0.00002
Sphingomonas daechungensis	1176646	S	132	8	140	0.00002
Sphingomonas panacisoli	1813879	S	118	10	128	0.00001
Sphingomonas sediminicola	386874	S	117	8	125	0.00001
Sphingomonas sinipercae	2714944	S	117	9	126	0.00001
Sphingomonas psychrotolerans	1327635	S	114	9	123	0.00001
Sphingomonas radiodurans	2890321	S	111	0	111	0.00001
Sphingomonas changnyeongensis	2698679	S	110	17	127	0.00001
Sphingomonas qomolangmaensis	2918765	S	106	0	106	0.00001
Sphingomonas taxi	1549858	S	104	22	126	0.00001
Sphingomonas naphthae	1813468	S	100	0	100	0.00001
Sphingomonas hengshuiensis	1609977	S	100	8	108	0.00001
Sphingomonas paucimobilis	13689	S	99	83	182	0.00002
Sphingomonas insulae	424800	S	84	20	104	0.00001
Sphingomonas lacunae	2698828	S	78	3	81	0.00001
Sphingomonas sanguinis	33051	S	77	0	77	0.00001
Sphingomonas xanthus	2594473	S	74	15	89	0.00001
Sphingomonas alpina	653931	S	71	3	74	0.00001
Sphingomonas panacis	1560345	S	70	6	76	0.00001
Sphingomonas cannabina	2899123	S	67	0	67	0.00001
Sphingomonas aliaeris	2759526	S	65	6	71	0.00001
Sphingomonas ginsengisoli An et al. 2013	363835	S	65	6	71	0.00001
Sphingomonas sabuli	2764186	S	63	6	69	0.00001
Sphingomonas koreensis	93064	S	60	78	138	0.00002
Sphingomonas donggukensis	2949093	S	55	0	55	0.00001
Sphingomonas glaciei	2938948	S	49	0	49	0.00001
Sphingomonas melonis	152682	S	30	98	128	0.00001
Sphingobium sp. SYK-6	627192	S	238	144	382	0.00004
Sphingobium sp. CAP-1	2676077	S	186	227	413	0.00005
Sphingobium sp. V4	3038927	S	147	0	147	0.00002
Sphingobium sp. TKS	1315974	S	113	390	503	0.00006
Sphingobium sp. AP49	1144307	S	98	0	98	0.00001
Sphingobium sp. YG1	2082188	S	98	86	184	0.00002
Sphingobium sp. SCG-1	2072936	S	96	4	100	0.00001
Sphingobium sp. RAC03	1843368	S	79	21	100	0.00001
Sphingobium sp. Cam5-1	2789327	S	78	80	158	0.00002
Sphingobium sp. EP60837	1855519	S	76	27	103	0.00001
Sphingobium sp. AntQ-1	2930091	S	76	0	76	0.00001
Sphingobium sp. KCTC 72723	2733867	S	59	8	67	0.00001
Sphingobium sp. WTD-1	2979467	S	47	0	47	0.00001
Sphingobium sp. PAMC28499	2565554	S	46	103	149	0.00002
Sphingobium sp. JS3065	2970925	S	42	0	42	0.00000
Sphingobium sp. MI1205	407020	S	26	109	135	0.00001
Sphingobium sp. RSMS	520734	S	22	242	264	0.00003
Sphingobium sp. CFD-2	2878542	S	10	0	10	0.00000
Sphingobium phenoxybenzoativorans	1592790	S	235	0	235	0.00003
Sphingobium yanoikuyae	13690	S	209	527	736	0.00008
Sphingobium herbicidovorans	76947	S	184	246	430	0.00005
Sphingobium indicum	332055	S	133	372	505	0.00006
Sphingobium amiense	135719	S	119	495	614	0.00007
Sphingobium xenophagum	121428	S	113	0	113	0.00001
Sphingobium cloacae	120107	S	107	477	584	0.00006
Sphingobium chlorophenolicum	46429	S	83	105	188	0.00002
Sphingobium baderi	1332080	S	20	86	106	0.00001
Sphingobium fuliginis	336203	S	12	43	55	0.00001
Novosphingobium sp. KACC 22771	3025670	S	425	0	425	0.00005
Novosphingobium sp. EMRT-2	2571749	S	225	142	367	0.00004
Novosphingobium sp. P6W	1609758	S	218	24	242	0.00003
Novosphingobium sp. Gsoil 351	2675225	S	180	9	189	0.00002
Novosphingobium sp. 9	2025349	S	173	0	173	0.00002
Novosphingobium sp. ES2-1	2780074	S	91	47	138	0.00002
Novosphingobium sp. PP1Y	702113	S	88	163	251	0.00003
Novosphingobium sp. THN1	1016987	S	86	14	100	0.00001
Novosphingobium sp. KA1	164608	S	17	61	78	0.00001
Novosphingobium resinovorum	158500	S	346	489	835	0.00009
Novosphingobium decolorationis	2698673	S	212	0	212	0.00002
Novosphingobium ginsenosidimutans	1176536	S	165	15	180	0.00002
Novosphingobium kaempferiae	2896849	S	151	0	151	0.00002
Novosphingobium humi	2282397	S	121	0	121	0.00001
Novosphingobium aromaticivorans	48935	S	102	76	178	0.00002
Novosphingobium pentaromativorans	205844	S	60	189	249	0.00003
